GiniIncomeClass,GiniSendClass,GiniIncomeValue,GiniSendValue,totNumTransacion,inNumTransaction,outNumTransaction,lifeAddress,activityDay,frequentUse,moreTransaction,inPerCent,mediaIncomeV,mediaSendV,devStandardIncomeV,devStandardSendV,varianzaSendV,varianzaIncomeV,totalSendV,totalIncomeV,maxNumTransRec,type
97.314,94.118,41.104,38.848,61,44,17,102,102,FALSO,FALSO,72.131,138295440.000,292470592.000,112184423.997,208748967.633,43576133000000000.000,67346114000000000.000,4972000000,6085000000,2,N
85.895,89.124,21.647,21.657,114,59,55,232,18,FALSO,VERO,51.754,73087224.000,78402656.000,29700414.555,31572089.174,996796880000000.000,1025050320000000.000,4312146911,4312146911,1,N
91.783,97.417,68.111,75.254,339,295,44,723,150,FALSO,VERO,87.021,1193010180.000,7998578700.000,1864306366.482,16739148681.733,280199120000000000000.000,326514880000000000000.000,351937452959,351937452959,8,N
60.891,64.889,77.649,68.562,79,49,30,9,9,FALSO,FALSO,62.025,16938776.000,27666666.000,33170806.050,39627712.695,1570355740000000.000,1685443150000000.000,830000000,830000000,20,N
0.000,75.000,0.000,29.167,40,28,12,106,106,FALSO,FALSO,70.000,5000000.000,11666667.000,0.000,6236095.645,38888890000000.000,83333329000000.000,140000000,140000000,4,N
94.377,91.837,84.464,45.405,169,155,14,258,78,FALSO,VERO,91.716,34378879000.000,380622832000.000,148939933266.204,361020842637.317,130336050000000000000000.000,250220900000000000000000.000,5328719425615,5328719425615,18,N
97.350,92.444,22.452,45.748,58,43,15,45,45,FALSO,FALSO,74.138,221720912.000,635600000.000,95864811.652,693574019.204,481044927000000000.000,652340870000000000.000,9534000000,9534000000,1,N
94.444,93.750,70.758,69.557,34,18,16,529,0,FALSO,FALSO,52.941,301373440.000,339045152.000,494174421.526,519857680.911,270252004000000000.000,271671164000000000.000,5424722693,5424722693,9,N
99.501,97.143,43.775,66.438,235,200,35,973,133,FALSO,VERO,85.106,252450864.000,1442576380.000,413444948.230,2215626084.185,4908999500000000000.000,6325396900000000000.000,50490166522,50490166522,2,N
96.160,90.000,28.569,67.052,53,43,10,708,69,FALSO,FALSO,81.132,87558152.000,376500000.000,48044699.306,596725951.235,356081857000000000.000,439569253000000000.000,3765000000,3765000000,4,N
96.965,96.774,57.057,47.124,139,108,31,662,113,FALSO,VERO,77.698,240549856.000,838044480.000,423121124.275,758952077.729,576008200000000000.000,933008180000000000.000,25979380293,25979380293,2,N
99.533,98.909,69.778,61.758,1670,1537,133,1511,325,FALSO,VERO,92.036,69054456.000,784852100.000,181606342.230,1142613299.573,1305565470000000000.000,1817931560000000000.000,104385328747,106136732228,32,N
26.132,80.000,18.627,55.882,59,54,5,346,17,FALSO,FALSO,91.525,1259259.200,13600000.000,885797.122,14623269.128,213839996000000.000,366133849000000.000,68000000,68000000,8,N
92.000,83.333,26.455,42.358,26,20,6,391,97,FALSO,FALSO,76.923,402150048.000,1340499970.000,225333822.075,1089580756.602,1187186270000000000.000,2067686730000000000.000,8043000000,8043000000,1,N
97.436,87.500,33.431,40.932,47,39,8,20,20,FALSO,FALSO,82.979,9072234.000,44227144.000,5556075.862,33674612.792,1133979550000000.000,2369847260000000.000,353817145,353817145,9,N
95.274,90.909,55.254,30.782,34,23,11,690,25,FALSO,FALSO,67.647,460773056.000,963434560.000,490584077.690,567375196.175,321914602000000000.000,574583199000000000.000,10597779908,10597779908,5,N
83.737,82.031,41.520,46.946,33,17,16,227,21,FALSO,FALSO,51.515,142817312.000,151743392.000,154461727.542,242429606.496,58772113000000000.000,58851785000000000.000,2427894256,2427894256,2,N
93.827,92.188,31.302,45.698,43,27,16,57,57,FALSO,FALSO,62.791,272148160.000,459250016.000,160456456.238,436535853.077,190563559000000000.000,225570652000000000.000,7348000000,7348000000,4,N
82.249,78.125,34.236,52.283,34,26,8,81,81,FALSO,FALSO,76.471,66346152.000,215624992.000,46301638.372,249401743.434,62201228000000000.000,84485400000000000.000,1725000000,1725000000,5,N
78.893,78.893,43.819,43.819,34,17,17,465,18,FALSO,FALSO,50.000,1434352900.000,1434352900.000,1520009014.725,1520009014.725,2310427420000000000.000,2310427420000000000.000,24384000000,24384000000,1,N
79.585,82.645,4.202,6.891,67,34,33,95,95,FALSO,FALSO,50.746,99588240.000,102606072.000,16719340.064,24174792.022,584420830000000.000,593527910000000.000,3386000000,3386000000,3,N
97.425,97.601,18.250,57.208,240,193,47,385,337,FALSO,VERO,80.417,132067320.000,542319100.000,102689278.192,923483545.027,852821830000000000.000,1021128410000000000.000,25489000000,25489000000,3,N
90.993,80.000,68.361,55.414,83,78,5,727,6,FALSO,FALSO,93.976,220217936.000,3435399940.000,1117200776.583,3691514118.856,13627277000000000000.000,23964672000000000000.000,17177000000,17177000000,3,N
58.207,66.667,36.117,64.325,120,117,3,124,124,FALSO,VERO,97.500,14253940.000,180333328.000,47291870.684,242389959.660,58752898000000000.000,86335251000000000.000,541000000,1667710829,10,N
96.289,88.889,45.631,78.480,41,32,9,87,87,FALSO,FALSO,78.049,238437504.000,847777730.000,291336576.379,1969344737.809,3878318630000000000.000,4249614920000000000.000,7630000000,7630000000,1,N
98.438,93.333,28.251,51.235,79,64,15,243,72,FALSO,FALSO,81.013,2168718590.000,9253200900.000,1093237948.180,10022492472.522,100450350000000000000.000,150640220000000000000.000,138798000000,138798000000,2,N
76.923,76.923,72.787,72.787,26,13,13,812,0,FALSO,FALSO,50.000,52076924.000,52076924.000,88865897.201,88865897.201,7897147800000000.000,7897147800000000.000,677000000,677000000,1,N
91.115,91.322,40.128,39.183,45,23,22,404,34,FALSO,FALSO,51.111,35994173000.000,37630267000.000,26227373105.728,26600287794.186,707575400000000000000.000,710252140000000000000.000,827866000000,827866000000,1,N
42.951,48.438,15.674,16.016,53,37,16,1,1,FALSO,FALSO,69.811,1168167.800,2000000.000,434284.532,707106.781,500000031000.000,1191944910000.000,32000000,43222210,36,N
69.822,69.822,34.893,34.893,26,13,13,271,29,FALSO,FALSO,50.000,37307692.000,37307692.000,25238507.256,25238507.256,636982170000000.000,636982170000000.000,485000000,485000000,4,N
97.533,92.593,11.799,20.424,238,220,18,55,55,FALSO,VERO,92.437,126186384.000,1542277760.000,36621364.796,557315892.352,310600971000000000.000,2315915640000000000.000,27761000000,27761000000,7,N
74.480,84.375,8.924,26.711,31,23,8,1408,41,FALSO,FALSO,74.194,22882128.000,65786120.000,4435187.160,31729637.367,1006769860000000.000,2847522250000000.000,526288963,526288963,5,N
91.320,0.000,28.382,0.000,30,29,1,2091,36,FALSO,FALSO,96.667,8965517.000,260000000.000,4475856.756,0.000,0.000,63018311000000000.000,260000000,260000000,3,N
95.473,66.667,52.196,50.155,30,27,3,669,248,FALSO,FALSO,90.000,971474240.000,8742648800.000,929100842.113,8713243016.887,75920600000000000000.000,136311750000000000000.000,26227946447,26229803170,2,N
99.083,90.000,25.077,50.680,119,109,10,64,64,FALSO,VERO,91.597,29042556.000,316563904.000,12803328.500,334944355.739,112187724000000000.000,194856241000000000.000,3165638941,3165638941,12,N
75.510,75.510,66.883,66.883,28,14,14,722,0,FALSO,FALSO,50.000,25928572.000,25928572.000,37373527.096,37373527.096,1396780410000000.000,1396780410000000.000,363000000,363000000,1,N
95.040,88.889,55.146,44.863,34,25,9,696,29,FALSO,FALSO,73.529,121097288.000,336333312.000,147529431.748,284490968.417,80935111000000000.000,127261676000000000.000,3027000000,3027432379,4,N
95.262,87.500,35.665,51.725,139,131,8,2060,598,FALSO,VERO,94.245,52504292.000,109625000.000,33131818.046,103525285.664,10717485300000000.000,13980261400000000.000,877000000,6878067400,2,N
97.879,97.279,58.461,63.915,111,69,42,834,31,FALSO,VERO,62.162,61402184.000,100875032.000,75054891.168,173152227.458,29981695700000000.000,31539802400000000.000,4236751365,4236751365,2,N
74.747,0.000,29.562,0.000,34,33,1,77,77,FALSO,FALSO,97.059,2727272.800,4000000.000,1638046.244,0.000,0.000,1619834700000.000,4000000,90000000,2,N
97.596,95.486,28.981,61.367,128,104,24,1561,116,FALSO,VERO,81.250,56417924.000,244477584.000,29550437.469,305091157.209,93080617000000000.000,128447053000000000.000,5867462511,5867462511,7,N
90.123,87.574,85.003,80.236,31,18,13,53,33,FALSO,FALSO,58.065,9650001900.000,13361540100.000,24659621059.862,28159724078.955,792970200000000000000.000,806745560000000000000.000,173700000000,173700000000,11,N
96.713,0.000,16.962,0.000,75,74,1,396,1,FALSO,FALSO,98.667,55274776.000,4090333180.000,24187284.587,0.000,0.000,16281697000000000000.000,4090333099,4090333099,2,N
92.063,90.278,32.189,33.945,33,21,12,645,130,FALSO,FALSO,63.636,247294432.000,432765280.000,177600952.887,269124490.185,72427992000000000.000,106827416000000000.000,5193182783,5193182783,2,N
98.195,96.566,51.787,54.714,151,120,31,1365,1,FALSO,VERO,79.470,4439468.000,17185040.000,7458792.239,22518537.836,507084542000000.000,669534060000000.000,532736242,532736242,11,N
82.964,88.776,35.400,61.045,128,114,14,111,1,FALSO,VERO,89.063,4121583.200,33561464.000,2699803.348,46756969.767,2186214320000000.000,3052921000000000.000,469860465,469860465,15,N
93.802,87.500,49.439,19.239,30,22,8,253,26,FALSO,FALSO,73.333,35177276.000,96725000.000,34144850.599,36761112.266,1351379380000000.000,5139501200000000.000,773800000,773900000,2,N
95.216,50.000,9.890,47.520,38,36,2,7,7,FALSO,FALSO,94.737,125444440.000,2257999870.000,25997269.562,2145999872.000,4605315450000000000.000,9153108300000000000.000,4516000000,4516000000,8,N
31.142,31.142,22.506,22.506,34,17,17,12,12,FALSO,FALSO,50.000,1352941.100,1352941.100,836039.459,836039.459,698962080000.000,698962080000.000,23000000,23000000,6,N
91.420,88.889,28.148,17.346,35,26,9,50,50,FALSO,FALSO,74.286,140538448.000,372666656.000,107525396.757,117549044.138,13817776300000000.000,67701290000000000.000,3354000000,3654000000,1,N
92.711,92.857,22.922,46.788,124,110,14,231,126,FALSO,VERO,88.710,24252560.000,190555872.000,13834779.156,159479148.642,25433595900000000.000,53090396000000000.000,2667782208,2667782208,9,N
72.977,80.473,42.963,45.562,40,27,13,231,95,FALSO,FALSO,67.500,4814815.000,10000000.000,3878115.589,8476211.055,71846154000000.000,98732297000000.000,130000000,130000000,5,N
98.658,98.893,61.165,61.400,532,407,125,268,0,FALSO,VERO,76.504,84595864.000,275409280.000,158003474.273,410503651.585,168513214000000000.000,204922991000000000.000,34426155998,34430527427,5,N
95.109,87.500,24.050,30.327,39,31,8,82,82,FALSO,FALSO,79.487,275225760.000,1066499970.000,129689631.908,599789729.902,359747698000000000.000,985862670000000000.000,8532000000,8532000000,2,N
97.151,0.000,12.633,0.000,75,74,1,18,18,FALSO,FALSO,98.667,135500000.000,7191000100.000,31426985.306,0.000,0.000,49780085000000000000.000,7191000000,10027000000,8,N
95.909,75.000,8.976,41.296,78,74,4,909,41,FALSO,FALSO,94.872,117770280.000,1775749890.000,34342295.040,1389464327.103,1930611160000000000.000,4679507700000000000.000,7103000000,8715000000,5,N
92.188,89.256,75.217,83.572,27,16,11,426,83,FALSO,FALSO,59.259,263124992000.000,382727258000.000,537317775789.121,933613273384.969,871633700000000000000000.000,885938500000000000000000.000,4210000000000,4210000000000,2,N
89.280,89.506,19.230,31.490,43,25,18,42,42,FALSO,FALSO,58.140,156840000.000,217833344.000,57105292.224,137191775.750,18821586100000000.000,22541768600000000.000,3921000000,3921000000,2,N
99.409,98.929,70.577,50.792,407,308,99,895,156,FALSO,VERO,75.676,2455741950.000,7640065500.000,3813027211.558,9436653656.530,89050430000000000000.000,115927590000000000000.000,756366203569,756366203569,4,N
94.177,94.889,76.694,77.977,183,123,60,20,1,FALSO,VERO,67.213,68422800.000,140266656.000,278365487.339,406236450.490,165028123000000000.000,170189591000000000.000,8416000000,8416000000,49,N
98.684,91.667,66.482,53.262,88,76,12,766,40,FALSO,FALSO,86.364,18231570.000,115466600.000,60187649.594,130312925.833,16981458900000000.000,26436110000000000.000,1385599386,1385599386,3,N
80.769,80.000,42.567,44.762,31,26,5,75,75,FALSO,FALSO,83.871,3423077.000,16800000.000,2897918.045,14538225.476,211360005000000.000,390302100000000.000,84000000,89000000,2,N
88.430,88.000,2.101,44.259,32,22,10,25,25,FALSO,FALSO,68.750,105136360.000,231300000.000,4309560.772,281837923.889,79432611000000000.000,95349872000000000.000,2313000000,2313000000,2,N
95.455,95.238,45.884,45.403,43,22,21,47,8,FALSO,FALSO,51.163,137724048.000,144282336.000,138823246.108,142769368.938,20383094400000000.000,20426104300000000.000,3029929079,3029929079,3,N
97.278,97.321,59.584,57.193,116,60,56,61,61,FALSO,VERO,51.724,101502584.000,108752776.000,132015311.151,134065736.226,17973622100000000.000,18026186000000000.000,6090154693,6090154693,8,N
98.135,95.000,25.780,40.838,167,147,20,92,92,FALSO,VERO,88.024,107979608.000,793650050.000,52067913.447,695297272.516,483438289000000000.000,953582380000000000.000,15873000000,15873000000,16,N
91.276,85.714,53.597,31.954,40,33,7,66,66,FALSO,FALSO,82.500,47103040.000,222057136.000,99046791.773,160172998.014,25655390100000000.000,56264334000000000.000,1554400000,1554400000,2,N
97.329,91.124,73.687,71.020,60,47,13,1826,85,FALSO,FALSO,78.333,30638914.000,110771464.000,55061649.704,174972095.497,30615235600000000.000,37036461000000000.000,1440029021,1440029021,2,N
95.125,92.444,27.821,37.384,44,29,15,14,14,FALSO,FALSO,65.909,22986072.000,44439732.000,11482982.469,30337470.272,920362100000000.000,1380621670000000.000,666595979,666595979,7,N
97.778,0.000,22.280,0.000,46,45,1,20,20,FALSO,FALSO,97.826,3223298.200,104000088.000,1330079.007,0.000,0.000,10155961300000000.000,104000090,145048438,7,N
87.889,90.909,64.080,52.708,28,17,11,50,50,FALSO,FALSO,60.714,22117648.000,34181820.000,31285934.357,34828979.278,1213057810000000.000,1358602040000000.000,376000000,376000000,4,N
98.989,99.108,77.778,69.368,467,344,123,1101,259,FALSO,VERO,73.662,270800928.000,757359940.000,993900580.663,1686048409.821,2842759830000000000.000,3079499250000000000.000,93155275215,93155527151,4,N
43.389,84.298,21.954,45.828,48,37,11,35,35,FALSO,FALSO,77.083,6486759400.000,21819088900.000,3259554100.751,18496191010.870,342109050000000000000.000,577189530000000000000.000,240010000000,240010000000,3,N
87.985,50.000,44.441,45.833,93,91,2,116,116,FALSO,FALSO,97.849,30857162.000,1404000000.000,30204640.140,1287000064.000,1656369190000000000.000,3541890340000000000.000,2808000000,2808000000,2,N
72.222,85.207,34.904,42.659,37,24,13,1744,121,FALSO,FALSO,64.865,166541664.000,307461568.000,140895049.347,242390852.640,58753327000000000.000,78611740000000000.000,3997000000,3997000000,1,N
90.535,92.063,37.298,37.109,48,27,21,20,20,FALSO,FALSO,56.250,15740741.000,20238096.000,11912000.465,14309187.065,204752818000000.000,224979061000000.000,425000000,425000000,14,N
86.200,87.500,11.447,27.944,31,23,8,35,35,FALSO,FALSO,74.194,60739132.000,174624992.000,14112028.145,97422966.363,9491234600000000.000,22461223000000000.000,1397000000,1397000000,3,N
94.379,94.379,55.593,55.593,52,26,26,274,0,FALSO,FALSO,50.000,393728640.000,393728640.000,481285800.846,481285800.846,231636022000000000.000,231636022000000000.000,10236944000,10236944000,2,N
73.140,83.333,5.248,37.401,28,22,6,42,42,FALSO,FALSO,78.571,96819944.000,355006464.000,20749484.267,246676689.912,60849392000000000.000,127509676000000000.000,2130038867,2130038867,2,N
87.551,66.667,85.314,46.474,164,161,3,1038,1,FALSO,VERO,98.171,48307.902,2390333.200,392476.454,2046771.496,4189273720000.000,9674356200000.000,7171000,7777572,29,N
87.864,96.220,77.168,62.061,287,196,91,1360,220,FALSO,VERO,68.293,7436192.500,15962489.000,16293110.685,23959755.649,574069960000000.000,646767580000000.000,1452586772,1457494201,20,N
72.444,72.000,50.910,53.077,35,30,5,986,1,FALSO,FALSO,85.714,1739133.400,10400000.000,2347149.172,10965400.129,120240009000000.000,195250606000000.000,52000000,52174000,2,N
92.578,87.500,52.326,42.298,40,32,8,34,34,FALSO,FALSO,80.000,106156256.000,424625024.000,149770258.424,325080350.644,105677232000000000.000,207099578000000000.000,3397000000,3397000000,4,N
96.528,73.469,39.837,67.679,55,48,7,1223,63,FALSO,FALSO,87.273,26598662.000,182390816.000,21117083.979,258815334.426,66985375000000000.000,91256587000000000.000,1276735712,1276735715,3,N
93.426,93.426,37.984,37.984,34,17,17,228,15,FALSO,FALSO,50.000,82499400.000,82499400.000,59421544.961,59421544.961,3530919730000000.000,3530919730000000.000,1402490000,1402490000,1,N
99.694,96.428,51.472,76.171,363,335,28,1297,220,FALSO,VERO,92.287,216585200.000,2591287300.000,239431785.678,4891192734.616,23923766000000000000.000,29562980000000000000.000,72556036489,72556036489,6,N
97.264,95.690,32.186,33.987,113,76,37,829,272,FALSO,VERO,67.257,1317892350.000,2632308220.000,771953775.006,2099632599.221,4408457240000000000.000,6136146200000000000.000,97395408506,100159789939,3,N
95.486,83.333,28.718,35.104,30,24,6,77,77,FALSO,FALSO,80.000,61166668.000,244666672.000,30964585.506,153484707.888,23557556300000000.000,57229804000000000.000,1468000000,1468000000,5,N
98.864,66.667,30.861,58.229,91,88,3,905,72,FALSO,FALSO,96.703,6554799.500,192274064.000,3615867.006,228656278.087,52283689000000000.000,86775339000000000.000,576822219,576822219,6,N
20.362,70.833,9.591,83.599,160,148,12,740,101,FALSO,VERO,92.500,93073456.000,1147908100.000,29589244.378,2977221883.835,8863849900000000000.000,9976527000000000000.000,13774896180,13774896180,22,N
96.445,91.837,55.398,37.909,44,30,14,295,86,FALSO,FALSO,68.182,282149824.000,604606780.000,294147784.174,413893134.264,171307537000000000.000,275286015000000000.000,8464494898,8464494898,3,N
99.485,94.737,37.188,75.926,686,667,19,693,562,FALSO,VERO,97.230,91728944.000,3220168190.000,247003687.314,6756166303.390,45645777000000000000.000,55432910000000000000.000,61183192842,61183192842,7,N
96.460,95.000,44.486,42.524,69,49,20,127,1,FALSO,FALSO,71.014,301326560.000,738250050.000,250252147.570,660007126.262,435609396000000000.000,626511480000000000.000,14765000000,14765000000,3,N
88.119,68.750,11.465,11.520,159,151,8,920,190,FALSO,VERO,94.969,116410568.000,2197250050.000,38304855.446,718106339.482,515676657000000000.000,4845569200000000000.000,17578000000,17578000000,1,N
95.347,62.500,66.245,33.129,39,35,4,2042,137,FALSO,FALSO,89.744,13152333800.000,6936900100.000,22157698113.334,4746129012.914,22525740000000000000.000,61157357000000000000.000,27747600000,460331664500,3,N
94.907,93.333,37.931,60.489,254,239,15,952,146,FALSO,VERO,94.094,54890836.000,874594560.000,39255832.347,1232313377.433,1518596120000000000.000,2190510420000000000.000,13118920035,13118920035,7,N
98.116,50.000,31.433,47.676,57,55,2,62,62,FALSO,FALSO,96.491,3134267.000,68098120.000,1790565.280,64932702.000,4216255850000000.000,8436558600000000.000,136196242,172384657,7,N
92.606,92.987,54.011,53.904,227,119,108,102,102,FALSO,VERO,52.423,136176528.000,150046384.000,149959584.449,162137021.647,26288386700000000.000,26480794800000000.000,16205000000,16205000000,5,N
96.503,80.000,32.498,59.503,51,46,5,703,65,FALSO,FALSO,90.196,198586944.000,1826999940.000,113752128.711,2201373670.884,4846045800000000000.000,7497774800000000000.000,9135000000,9135000000,2,N
94.500,90.000,37.545,65.824,30,20,10,11,11,FALSO,FALSO,66.667,196850016.000,393700032.000,130269058.107,705254022.875,497383154000000000.000,536133243000000000.000,3937000000,3937000000,3,N
93.207,66.667,38.490,34.483,40,37,3,43,43,FALSO,FALSO,92.500,9405405.000,116000000.000,6590162.517,73972968.036,5471999900000000.000,16834407800000000.000,348000000,348000000,3,N
7.018,9.276,15.121,19.310,432,223,209,357,189,FALSO,VERO,51.620,5819719200.000,6209556500.000,7393721998.848,14121497564.977,199416700000000000000.000,199568680000000000000.000,1297796619820,1297796619820,10,N
91.319,83.333,30.430,67.417,30,24,6,445,65,FALSO,FALSO,80.000,60908160.000,243632688.000,33754612.352,401966022.747,161576687000000000.000,194964938000000000.000,1461796034,1461796034,4,N
30.159,87.500,34.793,68.703,50,42,8,1288,1,FALSO,FALSO,84.000,1382654.900,6239285.500,1895093.684,9406590.072,88483943000000.000,112070805000000.000,49914284,58071502,2,N
70.178,94.681,48.092,60.707,397,303,94,1491,17,FALSO,VERO,76.322,186982496.000,602720320.000,245425715.420,887256726.427,787224690000000000.000,960062290000000000.000,56655736669,56655736669,8,N
98.543,96.552,44.283,51.094,119,90,29,86,86,FALSO,VERO,75.630,399499936.000,1239827710.000,342735736.020,1286247810.524,1654433360000000000.000,2360583840000000000.000,35955000000,35955000000,3,N
86.420,89.941,89.078,85.080,31,18,13,1,1,FALSO,FALSO,58.065,1151500030.000,1594384510.000,3555651210.618,4099074980.452,16802416000000000000.000,16998561000000000000.000,20727000000,20727000000,18,N
96.219,97.449,85.210,74.505,331,275,56,856,88,FALSO,VERO,83.082,1820543.100,8940168.000,4546797.285,14846357.947,220414383000000.000,271103386000000.000,500649418,500649418,10,N
88.572,83.333,33.904,60.270,65,53,12,949,135,FALSO,FALSO,81.538,168566016.000,529249952.000,142198440.858,830651321.145,689981690000000000.000,820074660000000000.000,6351000000,8934000000,2,N
99.071,99.017,54.943,47.438,400,274,126,1698,159,FALSO,VERO,68.500,395205504.000,859415170.000,799413221.857,1695079734.644,2873295740000000000.000,3088785720000000000.000,108286308591,108286308591,18,N
96.304,93.827,9.476,57.174,203,185,18,1658,209,FALSO,VERO,91.133,117131120.000,954333380.000,50934499.840,1138815367.782,1296900630000000000.000,1997807950000000000.000,17178000000,21669265294,6,N
68.405,77.577,29.470,32.101,1040,568,472,490,0,VERO,VERO,54.615,8303611.500,9992485.000,10624851.176,11753564.194,138146222000000.000,140998861000000.000,4716459316,4716459316,212,N
98.701,96.667,28.224,38.339,107,77,30,929,30,FALSO,VERO,71.963,2302625540.000,5910071800.000,2343172286.390,7890082931.094,62253403000000000000.000,75267095000000000000.000,177302184260,177302184260,1,N
89.655,0.000,39.235,0.000,59,58,1,24,24,FALSO,FALSO,98.305,5655172.500,0.000,3924071.268,0.000,0.000,31980976600000.000,0,328000000,12,N
94.785,83.333,51.405,39.829,27,21,6,75,75,FALSO,FALSO,77.778,85523808.000,299333344.000,85614094.883,224242923.832,50284893000000000.000,95999400000000000.000,1796000000,1796000000,2,N
91.082,0.000,62.608,0.000,30,29,1,728,52,FALSO,FALSO,96.667,36206896.000,1050000000.000,44234780.597,0.000,0.000,1027776400000000000.000,1050000000,1050000000,7,N
93.750,93.333,59.634,66.544,31,16,15,729,21,FALSO,FALSO,51.613,54025880.000,57627608.000,65681603.428,99395433.541,9879451300000000.000,9892425300000000.000,864414164,864414164,6,N
90.830,84.375,44.654,29.598,42,34,8,903,70,FALSO,FALSO,80.952,35823524.000,152250000.000,30078789.604,91971123.185,8458687400000001.000,22013811900000000.000,1218000000,1218000000,2,N
97.304,94.118,29.316,18.948,56,39,17,75,75,FALSO,FALSO,69.643,2273897470.000,5216588300.000,1864292235.624,1999874495.604,3999498010000000000.000,12658928000000000000.000,88682000000,88682000000,1,N
95.238,83.333,61.436,65.472,27,21,6,786,97,FALSO,FALSO,77.778,223857152.000,783500030.000,448341219.106,1067704492.803,1139992830000000000.000,1453193040000000000.000,4701000000,4701000000,2,N
93.250,81.633,47.871,64.848,47,40,7,478,150,FALSO,FALSO,85.106,360075008.000,2057571330.000,984080871.775,2866484176.236,8216732300000000000.000,11098225000000000000.000,14403000000,14403000000,3,N
86.111,66.667,15.605,62.443,39,36,3,1169,146,FALSO,FALSO,92.308,87699232.000,1052390720.000,34059014.203,1382389925.365,1911001920000000000.000,2841631450000000000.000,3157172162,3157172162,2,N
98.184,83.333,55.158,24.203,63,57,6,82,82,FALSO,FALSO,90.476,16657518.000,158246432.000,19292511.451,74177897.528,5502360400000000.000,25549781200000000.000,949478592,949478592,10,N
92.521,91.124,19.082,23.165,32,19,13,45,45,FALSO,FALSO,59.375,100947352.000,147538464.000,41483634.927,81134850.128,6582864199999999.000,8753594900000000.000,1918000000,1918000000,2,N
92.517,90.278,48.210,54.997,33,21,12,19,19,FALSO,FALSO,63.636,5030951900.000,8804166700.000,6077916288.993,12581011801.326,158281860000000000000.000,172519000000000000000.000,105650000000,105650000000,13,N
69.204,84.000,33.542,33.404,27,17,10,689,9,FALSO,FALSO,62.963,2764706.000,4700000.000,1733049.396,2794637.722,7809999600000.000,11555363100000.000,47000000,47000000,2,N
74.543,0.000,82.104,0.000,202,201,1,255,255,FALSO,VERO,99.505,18227692.000,0.000,49415288.985,0.000,0.000,332248771000000.000,0,3663772990,6,N
94.678,94.856,20.738,21.407,109,55,54,222,97,FALSO,VERO,50.459,136981840.000,139518528.000,114842897.275,116068105.923,13471805900000000.000,13478240900000000.000,7534000000,7534000000,2,N
97.800,96.000,14.314,35.755,145,115,30,334,25,FALSO,VERO,79.310,139869536.000,536166592.000,55968861.178,388312166.805,150786320000000000.000,307837795000000000.000,16085000000,16085000000,9,N
97.259,91.667,10.544,55.575,58,46,12,1095,557,FALSO,FALSO,79.310,448842272.000,1712228480.000,143137657.367,1859738417.560,3458627070000000000.000,5054771100000000000.000,20546740502,20646744338,1,N
97.067,98.418,41.109,36.984,292,209,83,1765,525,FALSO,VERO,71.575,294840032.000,742429180.000,224914456.883,604912999.139,365919634000000000.000,566255910000000000.000,61621627994,61621627994,5,N
69.878,78.125,53.264,61.223,43,35,8,165,28,FALSO,FALSO,81.395,3914285.800,17125000.000,4631392.354,20392630.409,415859370000000.000,590382380000000.000,137000000,137000000,6,N
93.827,91.667,33.332,26.183,30,18,12,18,18,FALSO,FALSO,60.000,287277792.000,430916640.000,176193645.224,217037807.126,47105410000000000.000,67737527000000000.000,5171000000,5171000000,2,N
86.672,86.770,47.165,46.752,299,151,148,43,43,FALSO,VERO,50.502,5019867.500,5121621.500,5561778.407,5593076.469,31282495000000.000,31292848600000.000,758000000,758000000,16,N
93.210,88.000,30.718,46.502,28,18,10,47,47,FALSO,FALSO,64.286,85444440.000,153799984.000,50641684.874,135871851.389,18461158900000000.000,23133640900000000.000,1538000000,1538000000,3,N
90.508,89.500,1.908,20.476,106,86,20,921,338,FALSO,VERO,81.132,103224488.000,397750432.000,4748292.106,173387727.139,30063304300000000.000,116808817000000000.000,7955007839,8877302595,2,N
96.194,91.124,26.111,18.454,47,34,13,93,3,FALSO,FALSO,72.340,170411776.000,445692288.000,92773004.963,165692664.809,27454060200000000.000,103233439000000000.000,5794000000,5794000000,9,N
98.781,92.444,55.285,89.929,145,130,15,804,159,FALSO,VERO,89.655,368830816.000,3196533250.000,391620399.251,9941335989.495,98830170000000000000.000,106826070000000000000.000,47948000000,47948000000,2,N
94.840,96.022,37.747,54.767,149,122,27,330,246,FALSO,VERO,81.879,146917952.000,663851840.000,127975317.175,816524935.797,666713000000000000.000,933933630000000000.000,17924000000,17924000000,2,N
98.363,95.463,11.779,59.533,159,113,46,1357,52,FALSO,VERO,71.069,181060784.000,444779712.000,57704369.324,731075875.376,534471881000000000.000,604019600000000000.000,20459867459,20459867461,5,N
91.736,75.000,14.811,71.996,26,22,4,1858,33,FALSO,FALSO,84.615,90788248.000,498019904.000,34775715.596,798993740.330,638390950000000000.000,804228570000000000.000,1992079671,1997341576,2,N
63.842,66.667,37.655,65.881,40,37,3,770,78,FALSO,FALSO,92.500,2002702.800,24700000.000,1538775.639,34385006.713,1182328660000000.000,1697495760000000.000,74100000,74100000,2,N
90.657,86.000,22.782,11.203,27,17,10,15,15,FALSO,FALSO,62.963,69411768.000,118000000.000,28539052.343,29250641.019,855599970000000.000,3216416180000000.000,1180000000,1180000000,2,N
95.538,94.118,78.263,69.141,58,41,17,849,219,FALSO,FALSO,70.690,73989520.000,178445280.000,210125799.813,308288230.831,95041622000000000.000,105952660000000000.000,3033570000,3033570000,3,N
