GiniIncomeClass,GiniSendClass,GiniIncomeValue,GiniSendValue,totNumTransacion,inNumTransaction,outNumTransaction,paying,paid,numberAddressesPaidAfterTheyPaid,lifeAddress,activityDay,frequentUse,moreTransaction,inPerCent,mediaIncomeV,mediaSendV,devStandardIncomeV,devStandardSendV,varianzaSendV,varianzaIncomeV,totalSendBTC,totalIncomeBTC,totalSendUSD,totalIncomeUSD,maxNumTransRec,maxDiffDay,minResponsiveness,avgResponsiveness,maxResponsiveness,type
99.35,83.33,37.37,26.28,236,230,6,221,10,0,315,314,FALSO,VERO,97.46,69205688.00,2652885250.00,46358818.99,1327888871.64,1763288860000000000.00,8438688500000000000.00,15917311590,15917311590,2094.14,944.12,7,6151521363,5834.00,6047987.00,18066871.00,N
72.21,80.00,61.54,39.61,28,23,5,23,7,0,663,640,FALSO,FALSO,82.14,10748576.00,49443448.00,17698253.61,37302587.84,1391483100000000.00,2888776210000000.00,247217256,247217256,55.06,28.03,1,53000000,25178.00,6211555.00,30009210.00,N
64.36,70.22,92.42,91.43,32,17,15,17,21,4,1,0,FALSO,FALSO,53.13,1295352830.00,1468066560.00,4687122726.68,4964351483.07,24644786000000000000.00,24674610000000000000.00,22021000000,22021000000,13.46,13.52,17,0,1004.00,2477.00,3951.00,N
96.60,50.00,18.03,46.57,35,33,2,30,3,0,2250,1529,FALSO,FALSO,94.29,1782728.20,29415014.00,665285.78,27397933.00,750646740000000.00,1514190050000000.00,58830030,58830032,163.79,4.29,10,56812949,119675338.00,119675338.00,119675338.00,N
74.49,74.49,36.60,36.60,28,14,14,11,24,3,211,50,FALSO,FALSO,50.00,28928572.00,28928572.00,23159274.60,23159274.60,536351993000000.00,536351993000000.00,405000000,405000000,2.08,1.88,3,90000000,0.00,62246.00,501461.00,N
97.73,97.56,35.16,32.78,166,86,80,86,138,0,1344,192,FALSO,VERO,51.81,49311908.00,53000000.00,30466436.28,30299339.93,918050130000000.00,931651960000000.00,4240000000,4240824400,698.28,699.93,3,159000000,1088.00,250515.00,13921886.00,N
93.44,93.43,64.44,62.24,48,31,17,31,2,0,31,22,FALSO,FALSO,64.58,198193552.00,361411744.00,412432563.23,527282851.87,278027200000000000.00,304667388000000000.00,6144000000,6144000000,55.39,55.87,4,2139000000,653.00,12485.00,46182.00,N
80.62,81.25,25.60,56.42,37,29,8,5,14,0,1598,1598,FALSO,FALSO,78.38,67494584.00,200291616.00,32173131.70,225912526.29,51036469000000000.00,68671523000000000.00,1602332955,1957342955,522.71,216.07,1,721945055,13901.00,6052089.00,21646584.00,N
82.78,85.71,15.23,25.08,42,35,7,6,2,0,734,733,FALSO,FALSO,83.33,10514286.00,52571428.00,3174644.44,24283193.15,589673440000000.00,2358476600000000.00,368000000,368000000,143.87,2.89,8,129000000,4419570.00,4419570.00,4419570.00,N
87.85,87.85,34.25,34.25,48,24,24,8,24,0,59,15,FALSO,FALSO,50.00,17625000.00,17625000.00,14693571.44,14693571.44,215901043000000.00,215901043000000.00,423000000,423000000,55.10,47.22,3,70000000,3002.00,18697.00,61823.00,N
83.93,88.00,26.83,35.80,38,23,15,6,17,0,88,77,FALSO,FALSO,60.53,9173913.00,13133333.00,4429664.57,8693803.93,75582222000000.00,91259247000000.00,197000000,211000000,38.43,37.44,3,18000000,319.00,28749.00,123243.00,N
94.74,91.67,39.75,44.58,31,19,12,19,22,0,28,20,FALSO,FALSO,61.29,110368424.00,174750000.00,102008365.83,168999071.60,28560684300000000.00,32705675600000000.00,2097000000,2097000000,339.82,260.12,2,202000000,206.00,28372.00,74973.00,N
0.00,90.91,0.00,49.66,12,1,11,0,11,0,507,503,FALSO,FALSO,8.33,223464448.00,355150560.00,0.00,328459545.62,107885670000000000.00,125226901000000000.00,3906655990,223464450,539.78,18.77,1,2097143466,67472.00,67472.00,67472.00,N
66.44,81.94,51.06,49.17,29,17,12,17,24,0,1,0,FALSO,FALSO,58.62,17117648.00,24250000.00,20372652.81,24269751.41,589020870000000.00,639891270000000.00,291000000,291000000,10.19,10.19,17,0,459.00,5282.00,10105.00,N
0.00,0.00,0.00,0.00,2,1,1,0,1,0,36,36,FALSO,FALSO,50.00,136560016.00,2755633150.00,0.00,0.00,0.00,6859543500000000000.00,2755633045,136560013,0.00,13.07,1,2755633045,2996996.00,2996996.00,2996996.00,N
90.91,93.33,53.55,56.97,26,11,15,10,27,0,648,617,FALSO,FALSO,42.31,293200096.00,1606812800.00,297407909.38,1743548192.54,3039960530000000000.00,4765539000000000000.00,24102191560,3225201156,6204.58,534.44,2,6003000000,501.00,2943175.00,20095015.00,N
75.00,93.86,37.77,75.81,35,4,31,3,41,0,242,242,FALSO,FALSO,11.43,200667888.00,1106552190.00,174552532.64,2670036239.82,7129093200000000000.00,7949719200000000000.00,34303119651,802671552,1468.35,138.12,1,14817029665,4529351.00,4529351.00,4529351.00,N
94.14,88.89,18.55,48.89,32,23,9,23,17,0,83,56,FALSO,FALSO,71.88,818043390.00,2090555650.00,353311474.64,1995321646.62,3981308510000000000.00,5600595600000000000.00,18815000000,18815000000,2532.31,2735.38,2,6074000000,602.00,104101.00,464678.00,N
93.83,93.55,28.20,26.22,71,36,35,36,58,0,1356,22,FALSO,FALSO,50.70,158369968.00,162799984.00,87277528.63,84430461.67,7128502700000000.00,7148128000000000.00,5698000000,5701319231,866.21,874.49,1,209000000,997.00,36299.00,180589.00,N
95.84,0.00,40.15,0.00,36,35,1,35,1,0,641,640,FALSO,FALSO,97.22,41428576.00,1450000000.00,32085854.22,0.00,0.00,1984073410000000000.00,1450000000,1450000000,0.00,225.11,3,1450000000,44873668.00,44873668.00,44873668.00,N
99.62,95.00,43.14,56.98,280,260,20,221,34,0,619,612,FALSO,VERO,92.86,24802492.00,322432576.00,21947359.81,354587760.94,125732479000000000.00,214316154000000000.00,6448651062,6448651062,452.29,716.41,6,2726751976,0.00,2457473.00,13618040.00,N
95.02,97.14,63.83,75.70,957,922,35,833,63,0,837,836,FALSO,VERO,96.34,375515072.00,9892119600.00,1171637041.06,26849550482.29,720898400000000000000.00,811464140000000000000.00,346224158737,346224158737,127770.43,35824.59,11,161005813528,0.00,65515.00,570454.00,N
96.09,91.67,24.85,50.79,44,32,12,32,23,0,483,482,FALSO,FALSO,72.73,146522656.00,390727136.00,69152128.28,455287179.09,207286409000000000.00,266922253000000000.00,4688725385,4688725385,431.02,694.93,2,1665500324,5696.00,798766.00,3528440.00,N
99.51,97.22,95.70,92.58,378,342,36,253,32,0,2320,1430,FALSO,VERO,90.48,3023751.80,28716488.00,16889588.88,135456364.11,18348424600000000.00,19008546000000000.00,1033793523,1034123244,978.47,313.03,4,823000000,384.00,400249.00,2497764.00,N
96.79,87.50,23.37,54.86,41,33,8,33,10,0,957,954,FALSO,FALSO,80.49,185606016.00,765624960.00,88883628.17,831657678.37,691654520000000000.00,1028076560000000000.00,6125000000,6125000000,32346.38,140.35,1,2707000000,16690.00,26480905.00,79379504.00,N
90.19,0.00,53.39,NaN,86,85,1,19,0,0,2246,2246,FALSO,FALSO,98.84,16835294.00,0.00,25416458.74,0.00,0.00,283427140000000.00,0,1431000002,0.00,183.02,11,0,9223372036854780000.00,0.00,-9223372036854780000.00,N
76.76,75.00,22.92,60.92,59,55,4,55,8,0,847,846,FALSO,FALSO,93.22,13787207.00,189574096.00,6441190.19,247670711.73,61340783000000000.00,92241810000000000.00,758296389,758296389,938.69,28.95,1,616000000,2219616.00,14459905.00,26700194.00,N
96.97,95.00,41.66,26.70,132,112,20,112,28,0,98,80,FALSO,VERO,84.85,40707044.00,221609440.00,33697345.76,113091615.65,12789713600000000.00,45515396000000000.00,4432189248,4559189248,631.71,656.07,6,519000000,179.00,10586.00,38458.00,N
95.12,0.00,4.58,0.00,31,29,2,21,4,0,1510,1510,FALSO,FALSO,93.55,987898430.00,1001000000.00,188088013.15,0.00,0.00,171651086000000.00,2002000000,28649050000,95.68,246.54,1,2002000000,14598575.00,14598575.00,14598575.00,N
97.15,0.00,19.24,0.00,48,47,1,47,2,0,132,132,FALSO,FALSO,97.92,206468112.00,9667000300.00,72154931.14,0.00,0.00,89501670000000000000.00,9667000000,9704000000,0.00,87.05,1,9667000000,6878692.00,6878692.00,6878692.00,N
96.06,95.90,47.62,45.83,92,47,45,47,66,0,222,171,FALSO,FALSO,51.09,36232896.00,37843240.00,32935363.09,32960701.38,1086408090000000.00,1089000970000000.00,1702945881,1702945881,306.03,278.68,4,162000000,508.00,424310.00,13321718.00,N
95.00,80.00,48.98,70.11,45,40,5,39,7,1,507,311,FALSO,FALSO,88.89,22650000.00,181200000.00,22424930.32,287778664.95,82816564000000000.00,107954673000000000.00,906000000,906000002,85.23,57.09,3,753000000,0.00,3779967.00,15088583.00,N
45.27,45.27,14.63,14.63,54,27,27,25,37,0,78,50,FALSO,FALSO,50.00,166666633000.00,166666633000.00,53817247118.85,53817247118.85,2896296700000000000000.00,2896296700000000000000.00,4500000000000,4500000000000,2878.90,2778.05,2,400000000000,0.00,75910.00,323283.00,N
21.67,50.00,37.74,49.01,62,60,2,10,2,0,94,91,FALSO,FALSO,96.77,1683333.40,50500000.00,2452832.88,49500000.00,2450250120000000.00,4833316800000000.00,101000000,101000000,14.93,1.40,5,100000000,249298.00,2386304.00,4523310.00,N
94.49,97.34,37.16,59.37,440,379,61,69,101,0,373,362,FALSO,VERO,86.14,21222834.00,131860024.00,32577539.85,179267487.82,32136835100000000.00,44377419000000000.00,8043462060,8043462060,487.51,477.28,7,1762232860,0.00,68010.00,355093.00,N
96.15,95.75,34.65,32.47,58,31,27,31,24,0,25,9,FALSO,FALSO,53.45,141322592.00,162259264.00,92749189.06,113163792.34,12806042000000000.00,13244386400000000.00,4381000000,4381000000,214.82,205.07,3,434000000,193.00,14980.00,41106.00,N
93.22,66.67,54.41,29.93,38,35,3,35,3,0,2212,2212,FALSO,FALSO,92.11,795714180.00,1633333380.00,823526524.13,934820286.00,873889020000000000.00,1575495020000000000.00,4900000000,27850000000,112327.07,8271.74,2,2900000000,11418228.00,16095288.00,20772348.00,N
76.53,76.53,37.11,37.11,28,14,14,12,24,2,259,88,FALSO,FALSO,50.00,32857142.00,32857142.00,24106481.07,24106481.07,581122500000000.00,581122500000000.00,460000000,460000000,5.24,2.78,2,100000000,0.00,36748.00,80054.00,N
87.58,88.38,62.41,62.16,421,215,206,57,228,0,67,26,FALSO,VERO,51.07,7145691.00,7457881.50,15831806.94,16142461.48,260579088000000.00,260676665000000.00,1536323636,1536323636,188.02,179.46,25,109630554,0.00,6827.00,68280.00,N
95.27,90.63,42.67,29.77,42,26,16,26,17,0,94,26,FALSO,FALSO,61.90,60061392.00,89690416.00,45972704.41,49825730.44,2482603570000000.00,3360482540000000.00,1435046626,1561596161,231.88,234.72,4,170000000,356.00,47164.00,233664.00,N
97.30,93.33,33.78,58.62,54,39,15,39,18,0,122,105,FALSO,FALSO,72.22,1896820860.00,4931733000.00,1150724155.29,6355510645.40,40392512000000000000.00,49603210000000000000.00,73976000000,73976000000,1178.39,656.58,2,24376000000,9739.00,430383.00,5014093.00,N
90.91,95.45,31.65,37.55,33,11,22,10,24,0,226,200,FALSO,FALSO,33.33,1006106370.00,874263940.00,602404330.71,584851012.52,342050646000000000.00,359433134000000000.00,19233804330,11067170952,1766.96,892.70,2,1568170952,3218.00,70323.00,316842.00,N
87.42,88.89,71.19,61.14,42,33,9,32,14,0,1215,583,FALSO,FALSO,78.57,74606096.00,273555552.00,173618508.93,342408831.80,117243811000000000.00,156824701000000000.00,2462000000,2462001000,475.62,169.00,7,1065000000,16136.00,4666908.00,33340543.00,N
88.84,92.97,18.10,27.19,38,22,16,22,24,0,2226,2226,FALSO,FALSO,57.89,1040718660.00,1140112640.00,512208904.93,663534238.05,440277716000000000.00,450156828000000000.00,18241800000,22895810127,114334.83,19072.67,2,3173000000,1720211.00,9859194.00,17998177.00,N
88.00,88.76,38.06,43.01,28,15,13,3,29,0,617,616,FALSO,FALSO,53.57,669666620.00,772692290.00,460757878.09,609265190.24,371204059000000000.00,381818366000000000.00,10045000000,10045000000,1155.50,829.55,1,2080000000,24044.00,1450586.00,3937359.00,N
87.57,90.00,74.49,64.02,36,26,10,7,18,0,2189,2188,FALSO,FALSO,72.22,12324446.00,32043558.00,25420849.53,43746354.52,1913743610000000.00,2302587000000000.00,320435581,320435581,787.02,48.26,8,137000000,142620.00,868207.00,1593795.00,N
82.24,66.67,26.80,61.17,28,25,3,25,3,0,818,812,FALSO,FALSO,89.29,3880000.00,32333334.00,1904100.84,41491631.41,1721555500000000.00,2531147710000000.00,97000000,97000000,21.79,11.65,2,88000000,99731.00,22701680.00,67558817.00,N
79.11,74.56,68.31,68.75,28,15,13,13,19,0,777,324,FALSO,FALSO,53.57,1111997060.00,1283073540.00,1706479827.01,1897710417.82,3601304650000000000.00,3630572280000000000.00,16679955816,16679955816,13103.37,4112.31,2,5600000000,48643.00,1542180.00,11321494.00,N
55.78,72.00,23.28,58.41,35,30,5,6,3,0,44,27,FALSO,FALSO,85.71,3933333.20,22600000.00,1878533.71,25695135.73,660240020000000.00,1008684480000000.00,113000000,118000000,9.49,7.05,4,56000000,136.00,111970.00,421152.00,N
91.73,91.41,5.33,26.15,57,41,16,41,27,0,173,132,FALSO,FALSO,71.93,486609760.00,1246937600.00,83133708.95,582737554.28,339583067000000000.00,917681130000000000.00,19951000000,19951000000,2227.31,2289.71,2,2095000000,411.00,202159.00,2378817.00,N
92.09,66.67,4.81,47.74,60,57,3,51,6,0,803,803,FALSO,FALSO,95.00,106543880.00,390999968.00,10983352.91,386460849.70,149351990000000000.00,230267284000000000.00,1173000000,6073000000,1593.52,59.18,4,937000000,9034.00,29032035.00,58055037.00,N
89.66,80.00,19.36,37.83,34,29,5,25,5,0,1001,1000,FALSO,FALSO,85.29,236517280.00,1371799940.00,93847132.00,922037349.26,850152900000000000.00,2139019610000000000.00,6859000000,6859000000,18729.22,60.21,2,4003000000,62413521.00,62413521.00,62413521.00,N
98.74,95.00,35.06,62.47,101,81,20,81,32,0,542,535,FALSO,VERO,80.20,140388496.00,568573440.00,88336854.84,785917557.10,617666390000000000.00,801008720000000000.00,11371469448,11371469448,1093.18,1221.14,3,2875232616,0.00,155812.00,1517296.00,N
95.65,87.50,42.12,70.93,31,23,8,23,15,0,731,725,FALSO,FALSO,74.19,366869568.00,1054125060.00,292184025.45,2086920428.26,4355236750000000000.00,4827557000000000000.00,8433000000,8438000000,7812.96,816.28,3,6565000000,0.00,1487616.00,7424887.00,N
47.63,79.10,81.58,74.27,91,59,32,22,60,0,49,8,FALSO,FALSO,64.84,11272882.00,20784376.00,29396015.73,37432323.18,1401178860000000.00,1491647380000000.00,665100000,665100000,111.40,101.18,19,100000000,0.00,16746.00,193410.00,N
95.92,91.67,79.53,70.25,40,28,12,27,19,1,2275,2275,FALSO,FALSO,70.00,207944032.00,324107168.00,427983716.37,520627265.26,271052758000000000.00,284546600000000000.00,3889286273,5822433610,31113.24,35012.42,3,1800000000,0.00,7619469.00,52485933.00,N
11.11,88.89,12.22,26.53,235,226,9,226,10,0,199,197,FALSO,VERO,96.17,5708184600.00,143338783000.00,5775308906.36,68557682531.65,4700155900000000000000.00,23642338000000000000000.00,1290049000000,1290049000000,110905.18,4116.98,10,280001000000,962.00,910738.00,6325116.00,N
86.39,66.67,97.21,65.08,45,42,3,42,5,0,777,777,FALSO,FALSO,93.33,7396433.50,103487328.00,46248265.67,141445504.89,20006831700000000.00,29240285500000000.00,310462000,310650245,36.36,33.80,9,6394000,1228.00,4094336.00,12278067.00,N
97.12,91.67,46.54,41.12,52,40,12,40,22,0,96,95,FALSO,FALSO,76.92,718424960.00,2394750210.00,630573886.48,1827916572.54,3341279220000000000.00,6151344800000000000.00,28737000000,28737000000,4174.53,1902.68,1,6297000000,5557.00,84590.00,360561.00,N
44.97,0.00,23.98,0.00,42,41,1,8,2,0,874,874,FALSO,FALSO,97.62,1439024.40,51000000.00,856788.66,0.00,0.00,2456290450000000.00,51000000,59000000,0.00,4.68,11,51000000,72652074.00,72652074.00,72652074.00,N
0.00,0.00,0.00,0.00,2,1,1,0,1,0,296,296,FALSO,FALSO,50.00,202746592.00,21125918700.00,0.00,0.00,0.00,437779160000000000000.00,21125918662,202746585,0.00,12.77,1,21125918662,25553898.00,25553898.00,25553898.00,N
47.53,73.47,34.68,41.01,43,36,7,36,7,0,66,63,FALSO,FALSO,83.72,1722222.20,8857143.00,1693305.66,7298308.44,53265304000000.00,104172410000000.00,62000000,62000000,0.67,0.64,10,25000000,505.00,899091.00,4445011.00,N
99.05,94.44,30.79,42.24,314,296,18,272,35,0,307,306,FALSO,VERO,94.27,11533267.00,189658160.00,6402395.63,143087517.98,20474036100000000.00,52202519000000000.00,3413847149,3413847149,514.54,221.13,7,602001312,18876.00,308224.00,1508583.00,N
94.80,75.00,18.57,36.55,61,57,4,42,5,0,241,237,FALSO,FALSO,93.44,416982368.00,5941999600.00,173255869.12,4164455193.94,17342687000000000000.00,47868510000000000000.00,23768000000,23768000000,749.92,279.76,3,10134000000,27848.00,1541377.00,5526295.00,N
96.55,0.00,25.38,NaN,30,29,1,28,0,0,7,7,FALSO,FALSO,96.67,5166571.50,0.00,2394318.14,0.00,0.00,26693460800000.00,0,149830579,0.00,10.12,7,0,9223372036854780000.00,0.00,-9223372036854780000.00,N
91.95,91.61,32.19,30.84,83,42,41,31,64,0,162,22,FALSO,FALSO,50.60,72685504.00,74458328.00,45180871.16,45014101.20,2026269200000000.00,2029411910000000.00,3052791102,3052791102,247.70,229.48,3,198600000,2766.00,36817.00,429220.00,N
95.64,94.90,45.46,49.06,119,63,56,63,48,0,51,50,FALSO,VERO,52.94,13287665.00,14948622.00,16103275.36,19862312.94,394511537000000.00,397270248000000.00,837122846,837122846,54.47,37.88,10,112000000,0.00,40520.00,262656.00,N
85.33,84.02,56.57,61.34,28,15,13,12,13,0,1269,21,FALSO,FALSO,53.57,20866732.00,24076924.00,23363349.65,30863125.19,952532480000000.00,962837780000000.00,313000000,313001000,20.78,11.17,3,100000000,2631.00,36820.00,112268.00,N
99.04,98.72,63.95,68.55,271,193,78,149,115,0,1537,1460,FALSO,VERO,71.22,548467840.00,1357106690.00,1539795893.67,2712463096.05,7357455700000000000.00,8011353400000000000.00,105854309210,105854309210,231018.28,80166.52,3,20000000000,0.00,128684.00,1123595.00,N
60.90,50.00,88.27,12.56,61,59,2,55,3,0,161,152,FALSO,FALSO,96.72,49915244.00,1470499970.00,169629533.17,369500032.00,136530276000000000.00,2154591170000000000.00,2941000000,2945000000,379.59,496.69,4,1840000000,1660.00,71337.00,141014.00,N
91.35,89.26,79.24,67.99,28,17,11,17,17,0,2283,1504,FALSO,FALSO,60.71,329884064.00,509818144.00,619555451.10,708197559.58,501543775000000000.00,533920132000000000.00,5608000000,5608029508,366.78,441.73,1,1693000000,50171.00,3236708.00,10026973.00,N
97.33,98.22,37.85,45.42,158,93,65,89,108,0,640,477,FALSO,VERO,58.86,1762452220.00,2521661440.00,2366142802.90,3122731289.27,9751451000000000000.00,10327849000000000000.00,163908000000,163908000000,16321.25,16931.59,2,23576000000,0.00,82265.00,873122.00,N
87.11,85.21,76.44,75.17,28,15,13,10,25,0,24,3,FALSO,FALSO,53.57,163599968.00,188769200.00,314028820.26,335509745.24,112566781000000000.00,113200254000000000.00,2454000000,2454000000,463.02,290.79,3,900000000,3040.00,10854.00,31436.00,N
95.04,94.12,34.18,38.87,61,44,17,44,28,0,48,23,FALSO,FALSO,72.13,159863632.00,413764736.00,186361284.41,290656767.34,84481354000000000.00,148947129000000000.00,7034000000,7034000000,534.05,406.00,3,766000000,367.00,27526.00,137758.00,N
94.07,85.71,87.30,69.19,54,47,7,44,10,0,373,371,FALSO,FALSO,87.04,182085360.00,1222573180.00,550783910.19,1802010131.35,3247240740000000000.00,4329856170000000000.00,8558012166,8558012166,307.51,81.21,8,4305000000,821.00,1848702.00,5297621.00,N
74.98,85.21,50.07,69.73,79,66,13,66,21,0,2016,2015,FALSO,FALSO,83.54,37161408.00,172204272.00,36197166.61,267818642.02,71726821000000000.00,89963416000000000.00,2238655667,2452655667,540.19,100.08,1,1093000000,19793.00,2405404.00,13428699.00,N
94.74,93.63,45.58,66.51,57,38,19,38,27,0,130,83,FALSO,FALSO,66.67,47499996.00,94999992.00,39315023.24,172496832.75,29755155500000000.00,32011409200000000.00,1805000000,1805000000,299.91,267.78,2,706000000,0.00,175188.00,786033.00,N
98.41,93.33,70.04,50.77,143,128,15,27,20,0,2246,2188,FALSO,VERO,89.51,5596405.00,47755996.00,16424167.37,45084725.46,2032632460000000.00,3810064410000000.00,716340020,716340020,5757.31,3010.45,2,181678753,1958.00,9703187.00,64498978.00,N
98.83,98.86,26.69,33.77,328,195,133,194,90,0,179,116,FALSO,VERO,59.45,277959008.00,407533824.00,270784507.43,379142141.17,143748759000000000.00,160538421000000000.00,54202000000,54202000000,6102.43,6186.91,5,2572000000,0.00,40899.00,286187.00,N
87.59,88.76,27.15,61.72,61,48,13,48,17,0,2130,2129,FALSO,FALSO,78.69,39687500.00,146538464.00,20996186.41,203830478.35,41546864000000000.00,52963999000000000.00,1905000000,1905000000,6751.21,8.17,5,754000000,88648.00,2258562.00,6594855.00,N
95.04,87.50,32.75,32.19,33,25,8,25,16,0,237,232,FALSO,FALSO,75.76,800880000.00,2502749950.00,932312971.54,1465951375.59,2149013340000000000.00,5045375200000000000.00,20022000000,20022000000,1925.22,2133.62,1,5273000000,3040.00,804392.00,4930549.00,N
60.87,60.87,77.79,77.79,46,23,23,23,19,0,47,46,FALSO,FALSO,50.00,62043488.00,62043480.00,201531408.33,201531419.66,40614916000000000.00,40614907000000000.00,1427000000,1427000000,43.85,24.03,12,1000000000,7105.00,13636.00,18226.00,N
97.42,96.95,80.91,81.27,153,84,69,73,117,0,996,565,FALSO,VERO,54.90,387926976.00,472258880.00,860000052.41,987385145.96,974929470000000000.00,982041450000000000.00,32585858970,32585858970,2881.48,3325.53,5,7200000000,1152.00,92020.00,953265.00,N
98.59,97.90,26.18,38.32,133,80,53,75,52,0,33,32,FALSO,VERO,60.15,34182840.00,51596744.00,17011233.53,40601532.03,1648484420000000.00,1951728430000000.00,2734626854,2734626854,166.79,132.15,9,363353062,474.00,21554.00,77333.00,N
95.86,95.86,57.14,57.14,52,26,26,26,39,0,63,16,FALSO,FALSO,50.00,184599392.00,184599392.00,285312487.12,285312487.12,81403228000000000.00,81403228000000000.00,4799584133,4799584133,980.27,1003.20,2,415000000,1283.00,22669.00,79240.00,N
97.52,96.57,76.34,74.34,75,44,31,39,40,3,930,487,FALSO,FALSO,58.67,374977504.00,532226144.00,698997817.39,881128913.88,776388110000000000.00,801115170000000000.00,16499009967,16499009967,1206.95,1112.57,3,2290288620,0.00,806260.00,17222522.00,N
