GiniIncomeClass,GiniSendClass,GiniIncomeValue,GiniSendValue,totNumTransacion,inNumTransaction,outNumTransaction,paying,paid,numberAddressesPaidAfterTheyPaid,lifeAddress,activityDay,frequentUse,moreTransaction,inPerCent,mediaIncomeV,mediaSendV,devStandardIncomeV,devStandardSendV,varianzaSendV,varianzaIncomeV,totalSendBTC,totalIncomeBTC,totalSendUSD,totalIncomeUSD,maxNumTransRec,maxDiffDay,minResponsiveness,avgResponsiveness,maxResponsiveness,type
36.57,78.00,5.27,47.78,29,19,10,19,16,0,411,258,FALSO,FALSO,65.52,4737374200.00,9001011200.00,1116587014.98,10908337309.35,118991830000000000000.00,137170410000000000000.00,90010100000,90010100000,1666.35,1221.14,2,35000000000,6609.00,1474432.00,11148286.00,N
95.52,92.86,10.07,44.23,64,50,14,50,17,0,17,15,FALSO,FALSO,78.13,122600008.00,437857120.00,31908620.46,477313868.18,227828585000000000.00,327215588000000000.00,6130000000,6130000000,1409.63,1001.38,4,2525000000,1821.00,13841.00,27683.00,N
94.25,93.34,63.47,61.55,123,65,58,65,55,0,69,35,FALSO,VERO,52.85,62591004.00,70145088.00,128090218.95,134278764.06,18030786000000000.00,18087853200000000.00,4068415426,4068415426,551.54,463.90,11,507000000,0.00,15238.00,66208.00,N
92.73,90.00,50.69,39.27,37,27,10,14,16,0,77,38,FALSO,FALSO,72.97,101998864.00,275396928.00,131184230.67,213668796.09,45654356000000000.00,75721253000000000.00,2753969421,2753969421,385.07,427.28,3,608000000,523.00,57592.00,419404.00,N
41.70,55.10,51.18,73.38,41,27,14,27,17,0,159,158,FALSO,FALSO,65.85,18333334.00,35357144.00,20548046.68,72616020.65,5273086000000000.00,5562896900000000.00,495000000,495000000,50.66,1.32,13,295000000,107569.00,107569.00,107569.00,N
74.74,86.72,89.12,83.15,42,17,25,17,17,10,1322,1295,FALSO,FALSO,40.48,226631168.00,154109216.00,684051671.53,484440286.51,234682442000000000.00,239941818000000000.00,3852729873,3852729873,21696.56,23215.77,7,250010000,1880.00,15518896.00,92560620.00,N
97.53,92.31,38.59,39.87,85,72,13,72,17,0,67,49,FALSO,FALSO,84.71,48886164.00,269511936.00,34934238.98,235349129.18,55389208000000000.00,104064962000000000.00,3503655235,3519803696,544.02,628.10,4,921000000,0.00,5442.00,13224.00,N
96.88,0.00,17.20,NaN,33,32,1,32,0,0,133,133,FALSO,FALSO,96.97,109583912.00,0.00,39509290.12,0.00,0.00,12008634100000000.00,0,3506685318,0.00,525.55,2,0,9223372036854780000.00,0.00,-9223372036854780000.00,N
55.00,79.59,4.78,22.67,34,20,14,20,17,0,856,855,FALSO,FALSO,58.82,4761600500.00,6802285600.00,1042603500.06,3017234653.83,9103705000000000000.00,13268099000000000000.00,95232000000,95232000000,39251.50,953.30,3,10006000000,100026.00,2384577.00,6120489.00,N
97.04,80.00,44.43,52.18,44,39,5,38,9,0,2164,2163,FALSO,FALSO,88.64,57110148.00,445459136.00,50357397.82,430229545.37,185097457000000000.00,335912416000000000.00,2227295724,2227295724,11962.73,186.12,1,1178151006,25235411.00,25235411.00,25235411.00,N
94.33,94.02,46.38,78.15,240,178,62,158,30,11,386,18,FALSO,VERO,74.17,5642696700.00,16137097200.00,6631323553.63,53603008469.03,2873282200000000000000.00,2983415200000000000000.00,1000500000000,1004400000000,28011.73,11357.70,27,599500000000,0.00,4560.00,16434.00,N
86.87,86.87,41.44,41.44,80,40,40,40,72,0,228,186,FALSO,FALSO,50.00,37349992.00,37349992.00,32628630.07,32628630.07,1064627900000000.00,1064627900000000.00,1494000000,1494000000,224.31,242.00,2,102000000,3297.00,144069.00,3354311.00,N
81.63,83.33,65.19,82.60,20,14,6,12,7,0,1906,1906,FALSO,FALSO,70.00,1614574210.00,168595177000.00,2159830324.29,371819607685.12,138249835000000000000000.00,166132330000000000000000.00,1011571039648,22604039648,2665779.98,14.07,4,1000000000000,12245.00,12245.00,12245.00,N
30.49,93.39,12.51,45.63,549,479,70,473,15,2,360,359,FALSO,VERO,87.25,5721071600.00,39148622000.00,2481044345.62,37658718653.87,1418179600000000000000.00,2535580000000000000000.00,2740404000000,2740404000000,8361.38,6360.41,17,200001000000,0.00,18188.00,172276.00,N
38.76,44.44,13.62,64.86,29,26,3,9,2,0,559,558,FALSO,FALSO,89.66,4269231.00,37000000.00,1374428.34,50911688.25,2591999880000000.00,3663303230000000.00,111000000,111000000,13.76,2.01,2,110000000,1136098.00,1136098.00,1136098.00,N
95.15,90.28,5.51,22.48,99,87,12,12,12,0,1374,1374,FALSO,FALSO,87.88,108497616.00,288166688.00,16548931.72,125107176.28,15651805700000000.00,47932776000000000.00,3458000000,9439291766,4853.99,749.34,3,501000000,36071.00,5615067.00,34733221.00,N
94.72,94.72,61.10,61.10,50,25,25,25,23,0,14,8,FALSO,FALSO,50.00,35120000.00,35120000.00,65007888.75,65007888.75,4226026090000000.00,4226026090000000.00,878000000,878000000,200.70,182.37,4,63000000,0.00,10912.00,52130.00,N
99.63,93.33,20.25,61.02,282,267,15,256,27,0,1301,1292,FALSO,VERO,94.68,153690112.00,2735683840.00,74084861.25,3870790177.71,14983016000000000000.00,21649707000000000000.00,41035255913,41035255913,34819.08,2867.33,2,15640341344,25488.00,1509589.00,16943997.00,N
66.67,90.00,65.20,68.94,13,3,10,2,16,0,2343,1270,FALSO,FALSO,23.08,22881088.00,286129056.00,31343811.99,436652146.54,190665092000000000.00,259964544000000000.00,2861290273,68643263,17870.14,417.67,1,1425407343,2357.00,235017.00,685011.00,N
98.86,93.07,43.63,55.62,300,281,19,135,26,0,993,871,FALSO,VERO,93.67,118436128.00,1751607420.00,97741115.92,1851245052.80,3427108470000000000.00,6094356600000000000.00,33280538085,33280538085,6765.23,3652.59,10,9797699923,11735.00,6458415.00,23098415.00,N
80.99,80.00,2.05,32.39,27,22,5,15,7,0,741,740,FALSO,FALSO,81.48,102999992.00,453199968.00,4221158.82,261398852.33,68329365000000000.00,190969399000000000.00,2266000000,2266000000,953.13,21.29,2,817000000,12348341.00,12348341.00,12348341.00,N
85.47,81.18,82.65,72.55,68,47,21,43,19,2,871,696,FALSO,FALSO,69.12,1882232.10,4212497.50,7200523.26,10399009.41,108139416000000.00,113569597000000.00,88462450,88464930,21.57,2.17,9,50000000,672.00,5194857.00,24571479.00,N
69.81,74.07,23.19,26.66,28,19,9,19,1,0,76,47,FALSO,FALSO,67.86,77736840.00,164111104.00,34799942.69,86497841.26,7481876000000000.00,14942392000000000.00,1477000000,1477000000,205.65,225.24,2,370000000,11347.00,109280.00,297888.00,N
98.01,96.89,91.97,80.13,148,114,34,114,41,1,883,690,FALSO,VERO,77.03,283985440.00,952186500.00,1597483699.13,2847757028.13,8109720700000000000.00,8556212600000000000.00,32374342442,32374342442,30852.21,28047.52,6,2500590004,1290.00,139972.00,2530263.00,N
62.83,82.00,0.49,35.74,37,27,10,27,11,0,106,105,FALSO,FALSO,72.97,100777776.00,252100000.00,993807.99,203807982.11,41537694000000000.00,64436102000000000.00,2521000000,2721000000,362.88,394.44,1,810000000,11924.00,152204.00,482590.00,N
43.89,77.55,42.81,37.02,71,57,14,57,26,0,6,5,FALSO,FALSO,80.28,18245691400.00,74285998000.00,24521531838.87,52367016273.29,2742304300000000000000.00,5882819700000000000000.00,1040004000000,1040004000000,84315.59,77988.21,19,135000000000,0.00,4320.00,17079.00,N
97.14,90.00,63.83,60.94,45,35,10,27,10,0,561,547,FALSO,FALSO,77.78,1447587970.00,5066558000.00,1971816010.22,6594404585.50,43486170000000000000.00,56583116000000000000.00,50665582543,50665582543,6699.47,5997.66,3,22547582543,1425.00,3249633.00,32289011.00,N
96.00,94.44,49.79,48.96,43,25,18,25,31,1,455,437,FALSO,FALSO,58.14,133520016.00,185444432.00,132972518.05,178408468.70,31829581700000000.00,34525726000000000.00,3338000000,3338000001,638.76,588.44,2,402000000,0.00,17709.00,88887.00,N
87.57,87.57,68.09,68.09,26,13,13,13,26,1,679,157,FALSO,FALSO,50.00,84561536.00,84561536.00,132889309.28,132889309.28,17659573000000000.00,17659573000000000.00,1099300000,1099300000,33.14,20.33,1,200000000,1819.00,69587.00,243247.00,N
98.84,87.50,62.25,62.67,240,228,12,142,9,0,108,107,FALSO,VERO,95.00,67288448.00,1278480640.00,163595366.42,2621269193.79,6871052100000000000.00,8338038700000000000.00,15341767564,15341767564,1518.68,1979.21,7,9773049086,671.00,17943.00,66840.00,N
44.44,99.17,64.82,55.11,123,3,120,2,198,0,1045,1045,FALSO,VERO,2.44,36046344.00,152510720.00,49563015.00,275737563.73,76031195000000000.00,89595088000000000.00,18301289699,108139033,3058.17,9.51,3,1990967721,147350.00,147350.00,147350.00,N
97.27,91.12,69.05,62.41,72,59,13,40,21,0,2153,2143,FALSO,FALSO,81.94,7131507.50,24673768.00,17912433.51,31427123.80,987664100000000.00,1295395150000000.00,320758969,420758969,3360.00,478.01,2,101171111,82287.00,5444835.00,16789856.00,N
99.18,85.71,34.41,48.67,144,137,7,127,14,0,60,59,FALSO,VERO,95.14,61460836.00,1202876290.00,61582232.75,1082166180.62,1171083650000000000.00,2473912980000000000.00,8420133831,8420133831,1183.78,1012.35,9,3779000478,88876.00,112640.00,136405.00,N
95.73,88.76,17.62,85.87,138,125,13,125,22,1,506,492,FALSO,VERO,90.58,120285880.00,1156595460.00,45606071.27,3615963905.04,13075194000000000000.00,14149132000000000000.00,15035741574,15035741574,1889.37,1768.46,2,13680741574,323.00,477658.00,5517365.00,N
93.00,85.71,26.83,73.84,27,20,7,3,14,0,156,154,FALSO,FALSO,74.07,796150020.00,2274714370.00,430326303.52,3657336109.11,13376108000000000000.00,15562261000000000000.00,15923000000,15923000000,2428.70,2615.90,1,9240000000,1239.00,499014.00,2232239.00,N
93.06,92.19,57.80,52.82,40,24,16,8,29,0,122,70,FALSO,FALSO,60.00,598083330.00,897124930.00,834621716.54,1001242913.68,1002487490000000000.00,1091913250000000000.00,14354000000,14354000000,644.65,364.76,3,2500000000,1798.00,57285.00,342090.00,N
0.00,95.24,0.00,72.03,22,1,21,0,37,0,617,617,FALSO,FALSO,4.55,293799424.00,581437120.00,0.00,1023263660.99,1047068500000000000.00,1129803790000000000.00,12210178625,293799428,992.75,9.40,1,4492453116,330348.00,330348.00,330348.00,N
0.00,92.86,0.00,35.05,15,1,14,0,15,0,99,99,FALSO,FALSO,6.67,5000999900.00,308714272.00,0.00,246254354.77,60641206000000000.00,22078187000000000000.00,4322000000,5001000000,697.05,89.76,1,1000000000,3582474.00,3582474.00,3582474.00,N
70.20,50.00,3.40,45.06,37,35,2,2,3,0,659,659,FALSO,FALSO,94.59,50285716.00,526000000.00,5804291.16,474000000.00,224675993000000000.00,450980087000000000.00,1052000000,1760000000,424.27,225.34,2,1000000000,49404.00,26152323.00,52255242.00,N
94.41,88.78,58.07,60.06,53,39,14,27,14,1,3,2,FALSO,FALSO,73.58,96128200.00,267785712.00,222450803.79,385244278.15,148413162000000000.00,177879438000000000.00,3749000000,3749000000,16.56,16.66,39,1158000000,0.00,8090.00,40453.00,N
94.39,75.00,67.54,55.90,32,28,4,28,4,0,73,39,FALSO,FALSO,87.50,401928608.00,2813499900.00,953500667.85,2985548030.76,8913497200000000000.00,14729173000000000000.00,11254000000,11254000000,1053.70,1579.42,6,7407000000,14641.00,301849.00,551669.00,N
39.26,81.63,20.78,25.39,29,22,7,22,8,0,1018,993,FALSO,FALSO,75.86,10135639000.00,31854858200.00,5432307128.77,14524982612.10,210975100000000000000.00,682699600000000000000.00,222984000000,222984000000,618541.36,21708.22,3,52984000000,620501.00,5482589.00,13367566.00,N
60.03,80.99,18.38,50.57,47,36,11,6,13,0,2195,2195,FALSO,FALSO,76.60,11611111.00,31636364.00,4956913.05,35977953.72,1294413220000000.00,1695423840000000.00,348000000,418000001,1527.04,16.78,2,127000000,1644394.00,16076291.00,30508189.00,N
0.72,67.00,2.49,44.53,1409,1389,20,1389,6,0,1099,1098,VERO,VERO,98.58,2051087.90,142450000.00,955967.49,232332209.43,53978256000000000.00,73690111000000000.00,2849000000,2849000000,830.54,24.17,698,586000000,0.00,4124.00,22511.00,N
90.13,89.80,30.44,65.03,43,29,14,29,13,0,373,221,FALSO,FALSO,67.44,71448272.00,148000000.00,41021093.15,314034120.08,98617423000000000.00,104477588000000000.00,2072000000,2072000000,96.42,87.65,2,1270000000,0.00,1918812.00,14012462.00,N
94.37,91.67,46.31,68.16,52,40,12,40,9,0,41,29,FALSO,FALSO,76.92,33825000.00,112749992.00,32503759.40,181262301.36,32856025200000000.00,39085177000000000.00,1353000000,1353000000,98.96,67.45,8,557000000,17817.00,224389.00,446782.00,N
92.52,93.12,10.00,14.19,82,42,40,42,47,0,35,24,FALSO,FALSO,51.22,99761880.00,104749992.00,27898463.45,36955885.86,1365737460000000.00,1390618870000000.00,4190000000,4190000000,705.03,586.23,3,320000000,0.00,19212.00,115825.00,N
91.20,92.31,47.68,39.49,63,50,13,13,24,0,165,138,FALSO,FALSO,79.37,478479968.00,1840307580.00,455086240.97,1342242672.71,1801615500000000000.00,3656190900000000000.00,23924000000,23924000000,1261.58,955.38,2,4107000000,15406.00,552641.00,3717329.00,N
94.00,93.07,7.16,36.14,59,40,19,3,37,0,39,26,FALSO,FALSO,67.80,106950000.00,225157872.00,18095510.49,173050419.70,29946446900000000.00,43919550000000000.00,4278000000,4278000000,829.80,843.50,4,818000000,1445.00,30380.00,183061.00,N
90.70,88.89,40.25,30.88,74,65,9,65,13,0,435,431,FALSO,FALSO,87.84,215907632.00,1559333380.00,188612151.57,844188794.11,712654780000000000.00,2517447600000000000.00,14034000000,14034000000,1253.64,1281.21,2,3439000000,17782.00,1125770.00,6758102.00,N
94.18,91.67,26.30,40.66,31,19,12,19,20,0,1840,1839,FALSO,FALSO,61.29,94526312.00,149666688.00,45920260.89,124442981.14,15486055400000000.00,18526515400000000.00,1796000000,1796000000,4833.51,16.29,3,849000000,794152.00,794152.00,794152.00,N
94.14,80.00,63.69,67.63,28,23,5,22,6,0,933,933,FALSO,FALSO,82.14,65739208.00,302212352.00,94963236.24,448995495.08,201596952000000000.00,257516481000000000.00,1511061750,1512001750,9832.43,125.30,3,1389289656,149185.00,23904022.00,39067272.00,N
97.96,97.76,20.31,25.87,162,84,78,84,78,0,80,15,FALSO,VERO,51.85,211476192.00,227743568.00,86255500.33,245776533.31,60406099000000000.00,60670742000000000.00,17764000000,17764000000,2627.47,2637.85,4,2078000000,298.00,8972.00,47190.00,N
72.32,70.71,26.27,34.75,60,34,26,17,27,1,425,4,FALSO,FALSO,56.67,13705882.00,17923076.00,6617843.13,14174525.03,200917161000000.00,218701865000000.00,466000000,466000000,2.45,2.42,16,10000000,0.00,37465.00,321751.00,N
94.35,94.79,36.75,42.90,448,241,207,90,181,0,87,86,FALSO,VERO,53.79,12087139.00,14072467.00,10610644.11,14095244.08,198675893000000.00,202617465000000.00,2913000000,2913000000,36.34,23.36,21,116000000,0.00,6140.00,71004.00,N
97.83,90.91,11.35,55.49,57,46,11,46,21,0,821,785,FALSO,FALSO,80.70,120154600.00,502464704.00,30930661.12,563362849.90,317377742000000000.00,463538709000000000.00,5527111357,5527111357,2551.45,335.14,3,2989541444,14513.00,2301434.00,4085067.00,N
94.52,90.00,16.22,32.43,57,47,10,47,14,0,38,35,FALSO,FALSO,82.46,47766244.00,224501344.00,14686992.24,140137480.40,19638512500000000.00,50873815000000000.00,2245013621,2245013621,317.76,383.36,6,516000000,226.00,165808.00,1533693.00,N
74.81,0.00,48.21,0.00,205,204,1,55,2,0,2148,2148,FALSO,VERO,99.51,3034313.80,127000000.00,3343679.81,0.00,0.00,15367491800000000.00,127000000,619000002,0.00,70.88,15,126000000,78492.00,78492.00,78492.00,N
91.71,88.89,38.62,55.59,58,49,9,37,16,0,64,40,FALSO,FALSO,84.48,106673448.00,580777730.00,74476236.88,660175545.39,435831738000000000.00,660606650000000000.00,5227000000,5227000000,908.91,1212.35,46,2451000000,4760.00,178286.00,399575.00,N
77.72,85.30,56.49,53.90,406,219,187,50,234,0,241,197,FALSO,VERO,53.94,4602739.50,5390374.50,6063001.83,6488369.94,42098892000000.00,42719376000000.00,1008000000,1008000000,108.66,105.28,15,18000000,0.00,139616.00,13108543.00,N
78.00,80.00,35.03,50.05,26,21,5,18,8,0,945,893,FALSO,FALSO,80.77,63133460.00,43000000.00,42010385.03,39739149.46,1579200020000000.00,1984556210000000.00,215000000,1325802567,1452.59,875.07,2,98000000,594198.00,645978.00,701798.00,N
86.01,97.57,19.51,29.07,262,195,67,145,70,0,733,454,FALSO,VERO,74.43,117821768.00,342914592.00,63293373.75,193641312.13,37496946000000000.00,88163721000000000.00,22975272746,22975272746,2200.71,1785.58,3,1041000000,445.00,79807.00,841489.00,N
99.16,96.15,38.64,49.67,272,246,26,162,36,0,110,103,FALSO,VERO,90.44,219649920.00,2078226430.00,180509639.06,2217402174.06,4916872000000000000.00,8371180200000000000.00,54033887863,54033887863,2346.82,1866.41,12,7534000000,63.00,116754.00,2335873.00,N
76.29,83.33,31.52,40.62,69,63,6,63,11,0,782,781,FALSO,FALSO,91.30,162380912.00,1704999940.00,116693522.40,1235343695.18,1526074040000000000.00,3905747880000000000.00,10230000000,10230000000,8440.84,651.72,1,3812000000,411885.00,6707347.00,13002810.00,N
83.37,80.00,39.71,63.29,352,347,5,296,6,0,254,254,FALSO,VERO,98.58,6533137.50,253799984.00,5125617.67,316246354.48,100011758000000000.00,161152671000000000.00,1269000000,2267000000,73.01,31.36,16,766000000,11825.00,1696553.00,5004150.00,N
95.54,94.50,41.87,58.51,78,58,20,6,26,0,49,45,FALSO,FALSO,74.36,40500004.00,117449984.00,31533370.56,144637987.75,20920150000000000.00,26841454000000000.00,2349000000,2349000000,43.08,27.72,7,476000000,183.00,41730.00,162858.00,N
80.89,83.95,1.44,27.39,28,19,9,4,18,0,94,93,FALSO,FALSO,67.86,102894728.00,217222224.00,2712441.84,114585996.60,13129951200000000.00,26200726400000000.00,1955000000,1955000000,217.18,264.87,2,1009000000,4369221.00,4369221.00,4369221.00,N
94.19,97.40,68.71,66.00,136,88,48,62,75,1,1011,592,FALSO,VERO,64.71,217016832.00,397864192.00,615417698.41,806419579.38,650312470000000000.00,683018410000000000.00,19097481413,19097481413,12954.18,11836.35,2,4989000000,0.00,340697.00,4196280.00,N
77.15,89.94,16.74,27.72,51,38,13,38,15,0,123,106,FALSO,FALSO,74.51,131789448.00,385230784.00,46748576.05,190944274.53,36459715000000000.00,100692218000000000.00,5008000000,5008000000,638.25,675.57,1,1065000000,26456.00,161650.00,687828.00,N
98.53,91.41,21.04,63.32,100,84,16,75,25,0,2080,2079,FALSO,FALSO,84.00,99235280.00,520985216.00,49653198.89,671150261.27,450442632000000000.00,628315640000000000.00,8335762388,8335762388,30088.82,855.45,8,2360001085,0.00,16467594.00,35894839.00,N
95.45,95.00,34.14,33.70,42,22,20,18,29,0,233,174,FALSO,FALSO,52.38,1958626.80,2154489.50,1996019.86,2048346.10,4195721670000.00,4234083300000.00,43089791,43089791,3.39,3.92,3,10581915,6111.00,102788.00,489891.00,N
99.38,98.39,76.04,73.73,312,248,64,207,89,0,991,666,FALSO,VERO,79.49,44719376.00,173287536.00,270677646.31,570920962.96,325950772000000000.00,342480520000000000.00,11090405054,11090405054,2227.36,1988.94,8,4603054743,0.00,303474.00,6258198.00,N
91.12,91.12,33.79,33.79,26,13,13,13,17,0,33,17,FALSO,FALSO,50.00,124461528.00,124461536.00,75060605.48,75060606.68,5634094600000000.00,5634094600000000.00,1618000000,1618000000,214.96,176.27,2,186000000,2500.00,15859.00,87844.00,N
59.28,85.16,30.43,55.46,67,51,16,46,26,0,693,623,FALSO,FALSO,76.12,288408608.00,919302530.00,454350781.45,1118187972.88,1250344420000000000.00,1648371480000000000.00,14708840170,14708840170,9462.33,4968.25,1,2812000000,565.00,783281.00,8109654.00,N
96.55,80.00,39.20,50.31,34,29,5,29,9,0,424,423,FALSO,FALSO,85.29,67229864.00,389933184.00,46309124.18,357390317.05,127727843000000000.00,231865287000000000.00,1949666068,1949666068,170.11,228.53,2,974633693,1886.00,5741642.00,22720308.00,N
92.09,50.00,95.69,44.38,30,28,2,26,3,0,1629,1629,FALSO,FALSO,93.33,5275048.00,73788176.00,25807515.33,65491820.00,4289178490000000.00,8983227400000001.00,147576360,147701348,354.21,127.78,4,139280000,618919.00,35130024.00,69641130.00,N
98.12,97.46,33.21,50.14,109,66,43,66,43,1,84,27,FALSO,VERO,60.55,129377288.00,198579088.00,85476315.75,238969972.34,57106654000000000.00,61895551000000000.00,8538900000,8538900000,1266.07,1290.02,3,1213000000,81.00,10316.00,82826.00,N
97.69,94.44,39.21,48.14,307,289,18,23,10,0,46,42,FALSO,VERO,94.14,35972356.00,577555520.00,41163266.19,518963617.92,269323243000000000.00,562635665000000000.00,10396000000,10396000000,690.45,662.96,20,1361000000,0.00,56320.00,425423.00,N
95.16,50.00,26.83,40.91,268,266,2,265,2,0,49,49,FALSO,VERO,99.25,20169180.00,55000000.00,11049000.09,45000000.00,2025000040000000.00,3238185760000000.00,110000000,5365000000,0.97,51.60,21,10000000,13451.00,1029928.00,2046405.00,N
94.71,95.96,61.40,59.46,259,137,122,23,129,0,63,57,FALSO,VERO,52.90,23525540.00,26418024.00,30531563.92,32768397.74,1073767260000000.00,1082134260000000.00,3223000000,3223000000,234.14,224.95,19,84000000,0.00,11179.00,109060.00,N
93.33,94.47,74.84,73.29,219,135,84,135,120,23,24,3,VERO,VERO,61.64,52674084.00,84654760.00,151234909.54,192622659.27,37103488000000000.00,38126249000000000.00,7111000000,7111000000,188.96,178.79,75,278000000,0.00,2542.00,16724.00,N
98.11,80.00,22.84,35.72,58,53,5,53,6,0,87,85,FALSO,FALSO,91.38,320962272.00,3402199810.00,129850997.67,2163936424.32,4682621000000000000.00,14176648000000000000.00,17011000000,17011000000,1865.12,262.22,1,6563000000,59590.00,690172.00,1938744.00,N
99.76,66.67,97.58,3.11,426,423,3,418,6,1,2023,2014,FALSO,VERO,99.30,7719895.50,1050011580.00,88255545.59,69288289.96,4800867200000000.00,1091172730000000000.00,3150034706,3265516333,21552.74,1237.20,9,1148000000,169217.00,24278454.00,48387692.00,N
78.81,94.68,66.01,71.34,627,564,63,372,93,1,2309,2224,FALSO,VERO,89.95,154430784.00,1380993920.00,244833297.17,2403331878.78,5776000700000000000.00,7280459700000000000.00,87002598524,87099166199,24020.64,15674.64,20,12529345821,998.00,606474.00,8582755.00,N
93.95,94.38,56.26,41.48,87,61,26,51,37,2,960,954,FALSO,FALSO,70.11,401314880.00,941546430.00,425411917.95,934368230.33,873044050000000000.00,1164893950000000000.00,24480203491,24480203491,4608.22,2654.57,9,9040999991,0.00,120132.00,611029.00,N
88.22,80.00,82.36,40.25,35,30,5,28,4,1,431,374,FALSO,FALSO,85.71,297626496.00,1785758980.00,615582716.83,1322382134.67,1748694490000000000.00,3963232270000000000.00,8928794609,8928794609,688.21,492.62,5,4000000000,432061.00,1561547.00,2474207.00,N
0.00,0.00,0.00,0.00,1336,668,668,1,2,1,12,10,VERO,VERO,50.00,1000000.00,1000000.00,0.00,0.00,0.00,0.00,668000000,668000000,2.20,2.19,80,26000000,0.00,390.00,20780.00,N
96.02,87.60,38.62,44.09,38,27,11,27,11,0,77,54,FALSO,FALSO,71.05,300629632.00,737909120.00,209375818.08,612898698.81,375644815000000000.00,566858168000000000.00,8117000000,8117000000,1127.22,1293.67,3,1655000000,485.00,12108.00,94972.00,N
70.25,80.00,12.46,19.89,45,40,5,5,6,0,51,44,FALSO,FALSO,88.89,9700000.00,73600000.00,2431049.16,31410826.16,986640020000000.00,5069850300000000.00,368000000,388000000,62.27,42.97,5,188000000,16145.00,38093.00,77194.00,N
94.74,86.42,41.02,40.01,85,76,9,58,11,0,163,162,FALSO,FALSO,89.41,90090088.00,760760770.00,73979541.49,575597003.41,331311887000000000.00,781111000000000000.00,6846846832,6846846832,687.59,1044.38,10,1916477331,3546.00,981389.00,6756239.00,N
96.52,87.50,9.06,44.10,144,136,8,20,13,0,804,797,FALSO,VERO,94.44,113423040.00,1928191490.00,26150315.49,1678768999.55,2818265180000000000.00,6111650200000000000.00,15425532198,15425532198,4128.36,1256.99,7,5534000000,557.00,1510726.00,8407454.00,N
85.33,66.67,73.12,56.64,34,31,3,28,3,0,258,257,FALSO,FALSO,91.18,43322572.00,447666688.00,71791986.24,526703163.29,277416215000000000.00,440910347000000000.00,1343000000,1343000000,78.03,0.98,8,1243000000,1118218.00,6098236.00,11078255.00,N
96.59,95.56,28.11,35.06,70,44,26,5,34,0,81,63,FALSO,FALSO,62.86,267704560.00,453038464.00,162785209.39,325696706.58,106078348000000000.00,140427014000000000.00,11779000000,11779000000,655.82,650.83,3,1457000000,2636.00,149180.00,2395752.00,N
88.85,86.50,67.32,68.46,43,23,20,20,27,4,124,121,FALSO,FALSO,53.49,30695652.00,35300000.00,48062854.04,55023722.16,3027610230000000.00,3048810450000000.00,706000000,706000000,0.73,0.63,5,150000000,0.00,370526.00,3153785.00,N
96.70,87.50,24.07,32.00,190,182,8,181,5,0,811,810,FALSO,VERO,95.79,32043950.00,729000000.00,14461325.42,411645478.54,169452008000000000.00,655199730000000000.00,5832000000,5832000000,2002.57,543.54,21,1640000000,14999.00,1330390.00,5350818.00,N
91.49,75.00,52.42,54.52,27,23,4,5,7,0,118,117,FALSO,FALSO,85.19,15391304.00,88500000.00,16220596.49,100644175.19,10129249800000000.00,15474131500000000.00,354000000,354000000,59.23,25.06,5,261000000,538076.00,1337417.00,2136759.00,N
98.75,98.36,58.06,51.96,143,82,61,81,63,0,335,184,FALSO,VERO,57.34,294877760.00,396393088.00,393360245.23,468830704.27,219802218000000000.00,230107580000000000.00,24179975769,24179975769,2586.68,2624.74,3,2889000000,0.00,106875.00,3971415.00,N
99.04,95.49,73.09,65.93,230,206,24,169,41,0,1541,1019,FALSO,VERO,89.57,509553664.00,4373669900.00,2037499685.17,7704870329.65,59365025000000000000.00,74296420000000000000.00,104968082016,104968082016,21762.81,8828.63,11,29508000046,1202.00,2747329.00,50965258.00,N
96.30,96.30,52.16,52.16,54,27,27,27,30,0,53,12,FALSO,FALSO,50.00,532518496.00,532518464.00,754794291.96,754794286.36,569714355000000000.00,569714355000000000.00,14378000000,14378000000,1516.73,1481.19,4,4698000000,1692.00,15912.00,85517.00,N
98.35,96.31,32.20,54.77,143,114,29,18,40,0,976,908,FALSO,VERO,79.72,79410184.00,312164224.00,46460258.76,313556203.03,98317488000000000.00,152491955000000000.00,9052762519,9052762519,13792.23,773.70,6,4271000000,9221.00,3793199.00,17356717.00,N
75.51,0.00,20.98,0.00,235,234,1,84,2,0,2267,2267,FALSO,VERO,99.57,1325280.20,1100218.00,883558.62,0.00,0.00,50653016000.00,1100218,310115603,0.00,35.53,7,1100218,160983540.00,160983540.00,160983540.00,N
98.74,93.33,33.53,79.46,126,111,15,111,26,0,242,241,FALSO,VERO,88.10,21208608.00,156943680.00,14961982.84,415459876.27,172606884000000000.00,191030903000000000.00,2354155417,2354155417,261.53,352.54,4,1878748609,513.00,1255771.00,12405443.00,N
64.30,75.00,10.85,48.09,43,39,4,9,4,0,62,57,FALSO,FALSO,90.70,11051282.00,107750000.00,2925999.44,103480372.54,10708187800000000.00,20058826600000000.00,431000000,431000000,65.01,70.10,3,271000000,5978.00,53159.00,147768.00,N
79.34,78.00,43.55,64.44,43,33,10,33,8,0,51,50,FALSO,FALSO,76.74,3272727.20,10800000.00,3377938.52,14783774.89,218559997000000.00,275219810000000.00,108000000,108000000,1.60,0.90,4,46000000,921.00,156965.00,648874.00,N
